time,data
0.03411412239074707,71.44921875
0.08367466926574707,72.8360824584961
0.13298964500427246,74.06893920898438
0.18117570877075195,75.11203002929688
0.23388934135437012,75.98125457763672
0.28264880180358887,76.67601776123047
0.33225131034851074,77.26827239990234
0.38335442543029785,76.59041595458984
0.4319183826446533,76.30213165283203
0.4886934757232666,77.03687286376953
0.5347039699554443,77.99380493164062
0.5843625068664551,79.01447296142578
0.6334536075592041,80.6690673828125
0.6842126846313477,82.07987976074219
0.7302656173706055,83.14385223388672
0.7793383598327637,83.73702239990234
0.8293552398681641,84.20816802978516
0.8794131278991699,84.46206665039062
0.9294121265411377,84.80464935302734
0.9865250587463379,85.12212371826172
1.0373985767364502,85.46237182617188
1.0857908725738525,85.66114044189453
1.1357712745666504,85.91143798828125
1.1799912452697754,86.20099639892578
1.2295150756835938,86.63092041015625
1.27931547164917,87.05059814453125
1.3294572830200195,87.66641235351562
1.379298210144043,88.45516204833984
1.4293768405914307,88.99589538574219
1.479569673538208,89.30393981933594
1.529322862625122,89.4832534790039
1.5793251991271973,89.54003143310547
1.629380226135254,89.53948974609375
1.6794404983520508,89.68089294433594
1.72944974899292,88.49207305908203
1.7793769836425781,89.30723571777344
1.8294575214385986,89.07430267333984
1.8807604312896729,89.2938461303711
1.9377496242523193,89.62999725341797
1.9855964183807373,89.76853942871094
2.0293984413146973,89.90337371826172
2.079318046569824,89.97567749023438
2.1294119358062744,90.0007095336914
2.1793980598449707,89.98100280761719
2.2293546199798584,89.89635467529297
2.2836785316467285,89.833984375
2.329418420791626,89.84549713134766
2.379507303237915,89.19293975830078
2.430063009262085,88.9268798828125
2.4794228076934814,89.08238220214844
2.529444694519043,89.02875518798828
2.5794169902801514,89.45787811279297
2.6294353008270264,89.47870635986328
2.6794261932373047,89.43708801269531
2.73553466796875,88.97482299804688
2.7860655784606934,88.49408721923828
2.8358328342437744,88.89986419677734
2.8873889446258545,89.17689514160156
2.9296064376831055,89.53539276123047
2.979524850845337,89.77919006347656
3.0293893814086914,89.85115814208984
3.0794479846954346,89.66214752197266
3.1293399333953857,89.49840545654297
3.18461537361145,89.35497283935547
3.2296860218048096,89.6139907836914
3.2795276641845703,90.0900650024414
3.3294620513916016,91.0322265625
3.379411220550537,91.91175079345703
3.4348559379577637,91.83349609375
3.4818549156188965,91.68904113769531
3.532062530517578,91.57577514648438
3.5817506313323975,91.47224426269531
