time,data
0.047325849533081055,789.119140625
0.09745430946350098,789.056640625
0.14754581451416016,789.1753540039062
0.1974635124206543,789.1007080078125
0.2472667694091797,788.8724975585938
0.2974581718444824,788.3034057617188
0.34742259979248047,788.1502075195312
0.3975343704223633,788.4363403320312
0.44765567779541016,788.7911376953125
0.4977273941040039,789.251953125
0.5474953651428223,789.109375
0.5975117683410645,788.6888427734375
0.6473817825317383,786.5859985351562
0.6974613666534424,786.7954711914062
0.7486631870269775,785.8556518554688
0.7983195781707764,784.3987426757812
0.8486030101776123,785.850830078125
0.8978829383850098,785.2160034179688
0.9474301338195801,785.316650390625
0.9977469444274902,786.4442749023438
1.0474085807800293,788.34326171875
1.0974621772766113,790.9280395507812
1.147505760192871,792.8512573242188
1.1985671520233154,793.4425048828125
1.2480390071868896,793.5486450195312
1.2975499629974365,793.1572265625
1.347395420074463,792.9942016601562
1.3974480628967285,793.0806884765625
1.4483757019042969,793.6690673828125
1.4985170364379883,794.26611328125
1.5484187602996826,794.5131225585938
1.598475456237793,794.311279296875
1.648059606552124,794.0487060546875
1.6983561515808105,794.1854248046875
1.7483556270599365,794.3766479492188
1.7975327968597412,794.4904174804688
1.847320318222046,794.1530151367188
1.8983914852142334,793.9356689453125
1.947636365890503,793.7804565429688
1.9974262714385986,793.9285278320312
2.048422336578369,794.4141235351562
2.09802508354187,794.3915405273438
2.1477110385894775,794.1218872070312
2.1976280212402344,794.1177368164062
2.2474305629730225,794.2857666015625
2.2978975772857666,794.4165649414062
2.3475451469421387,794.1348876953125
2.3974075317382812,793.7914428710938
2.4474802017211914,793.8071899414062
2.4975011348724365,794.2013549804688
2.5476529598236084,794.1282958984375
2.597421646118164,793.8380126953125
2.6484713554382324,793.6993408203125
2.6981191635131836,793.65185546875
2.747816801071167,793.630859375
2.7974910736083984,793.43310546875
2.847891092300415,793.406005859375
2.897397518157959,793.8065185546875
2.9475605487823486,794.2870483398438
2.9973816871643066,794.4017333984375
3.047564744949341,794.3193359375
3.0979933738708496,793.9561157226562
3.147517681121826,793.8721313476562
3.197493076324463,794.2142333984375
3.2475171089172363,794.3305053710938
3.29754900932312,793.9411010742188
3.347513198852539,793.5831909179688
3.397521734237671,793.1134033203125
3.4473166465759277,793.2972412109375
3.497655153274536,793.5836791992188
3.54736065864563,793.956298828125
3.5976831912994385,794.03955078125
3.647298812866211,793.92626953125
3.6975619792938232,793.921630859375
3.7473998069763184,793.9686889648438
3.7973244190216064,793.9898681640625
3.84761118888855,793.6979370117188
3.8976669311523438,793.3357543945312
3.947533369064331,793.0784912109375
3.9976277351379395,793.0347290039062
4.0477471351623535,793.2216796875
4.097695827484131,793.4174194335938
4.147385835647583,793.4623413085938
4.1977105140686035,793.6307373046875
4.248333930969238,793.9224243164062
4.298160076141357,794.1400146484375
4.348782300949097,794.345703125
4.3985371589660645,794.1118774414062
4.447728633880615,793.8511962890625
4.497764348983765,793.9080200195312
4.547592401504517,793.9765014648438
4.597988605499268,794.027587890625
4.647794961929321,793.7086181640625
4.697517395019531,793.3751831054688
4.747859716415405,793.310546875
4.79750394821167,793.6287231445312
4.847533702850342,793.9428100585938
4.897652864456177,793.9115600585938
4.948472023010254,793.8714599609375
4.9980854988098145,793.8543701171875
5.048428773880005,794.1284790039062
5.0988945960998535,794.240234375
5.14848256111145,794.2978515625
5.198083400726318,794.236083984375
5.248165607452393,794.024658203125
5.298084259033203,793.9053344726562
5.348079681396484,794.1446533203125
5.397794008255005,794.1184692382812
5.448122262954712,794.0353393554688
5.49864935874939,793.8619995117188
5.547556161880493,793.8397216796875
5.597521781921387,794.0853271484375
5.647571802139282,794.6423950195312
5.697415828704834,795.1690063476562
5.7485740184783936,794.8921508789062
5.798516273498535,794.6063842773438
5.848658800125122,794.4779052734375
5.897968292236328,794.1503295898438
5.947678089141846,795.1089477539062
5.997570991516113,795.1514282226562
6.047502279281616,794.3546752929688
6.097720623016357,793.3175048828125
6.147602796554565,792.5859985351562
6.197596549987793,792.1031494140625
6.247732639312744,791.441162109375
6.2976768016815186,791.2145385742188
6.347717046737671,791.3383178710938
6.397504568099976,791.6427612304688
6.4476158618927,791.8407592773438
6.4974987506866455,791.941650390625
6.5475709438323975,791.9691162109375
6.598399639129639,791.9854736328125
6.648088216781616,791.6731567382812
6.697886228561401,791.42138671875
6.7475244998931885,791.1333618164062
6.797732830047607,790.2201538085938
6.847719430923462,790.2824096679688
6.89751410484314,790.9028930664062
6.947824716567993,791.53857421875
6.9974706172943115,791.9950561523438
7.047661066055298,792.2178955078125
7.097789525985718,792.9647827148438
7.147733688354492,790.8580932617188
7.197479248046875,791.9462890625
7.2475666999816895,792.9375610351562
7.2975053787231445,793.8359985351562
7.347649335861206,794.5921020507812
7.397645473480225,795.2025756835938
7.447770833969116,795.6341552734375
7.49769139289856,795.9524536132812
7.547584056854248,796.1351318359375
7.59758448600769,796.236083984375
7.64751935005188,796.38134765625
7.697542190551758,796.427978515625
7.747837543487549,796.4454345703125
7.797584295272827,796.6066284179688
7.847567081451416,796.9109497070312
7.8975830078125,797.0653686523438
7.94749116897583,797.1131591796875
7.997499704360962,797.183837890625
8.047609567642212,797.2061157226562
8.097500562667847,797.1097412109375
8.147687673568726,797.0521850585938
8.19774842262268,797.1197509765625
8.248953580856323,797.2490234375
8.298135757446289,797.3348388671875
8.348528861999512,797.3331909179688
8.398752450942993,797.1878662109375
8.448944091796875,797.0634765625
8.498797178268433,796.9703369140625
8.548207521438599,796.8561401367188
8.597726106643677,796.8493041992188
8.647810697555542,797.0123901367188
8.697680711746216,797.2135009765625
8.747820854187012,797.3131713867188
8.797601699829102,797.2556762695312
8.847628116607666,797.1688842773438
8.897672653198242,797.0703735351562
8.947656631469727,796.9454956054688
8.998613119125366,796.7395629882812
9.047561883926392,796.6315307617188
9.097713470458984,796.7943725585938
9.148907661437988,797.119873046875
9.198691844940186,797.3374633789062
9.24787974357605,797.4257202148438
9.298074722290039,797.5923461914062
9.347917318344116,797.811279296875
9.398622274398804,797.870361328125
9.448156833648682,797.8409423828125
9.49865984916687,797.8983154296875
9.54764723777771,797.9168701171875
9.598278999328613,797.837890625
9.647579908370972,797.8263549804688
9.697668075561523,797.9386596679688
9.747610569000244,798.0540161132812
9.797653198242188,798.0006103515625
9.847863674163818,798.0008544921875
9.89766526222229,797.9957275390625
9.947702169418335,798.0192260742188
9.997643947601318,798.0892333984375
10.048033952713013,798.1334838867188
10.097745418548584,798.1824340820312
